,fracs,gains,besty
0,0.0,0.0,0.0
1,0.01,0.004503152206544582,0.04503152206544581
2,0.02,0.009606724707295107,0.09006304413089163
3,0.03,0.018613029120384268,0.13509456619633745
4,0.04,0.027018913239267486,0.18012608826178325
5,0.05,0.0387271089762834,0.22515761032722909
6,0.06,0.05193635544881417,0.2701891323926749
7,0.07,0.0633443410387271,0.3152206544581207
8,0.08,0.07805463824677274,0.3602521765235665
9,0.09,0.08946262383668568,0.4052836985890123
10,0.1,0.10057039927949565,0.45031522065445817
11,0.11,0.11407985589912939,0.4953467427199039
12,0.12,0.12818973281296908,0.5403782647853498
13,0.13,0.14019813869708797,0.5854097868507956
14,0.14,0.15310717502251575,0.6304413089162414
15,0.15,0.16481537075953168,0.6754728309816872
16,0.16,0.17772440708495948,0.720504353047133
17,0.17,0.18913239267487242,0.7655358751125789
18,0.18,0.1987391173821675,0.8105673971780246
19,0.19,0.21044731311918344,0.8555989192434704
20,0.2,0.22545782047433202,0.9006304413089163
21,0.21,0.23836685679975983,0.945661963374362
22,0.22,0.2518763134193936,0.9906934854398078
23,0.23,0.2644851395977184,1.0
24,0.24,0.27469228459921946,1.0
25,0.25,0.28549984989492644,1.0
26,0.26,0.2978084659261483,1.0
27,0.27,0.30651456019213447,1.0
28,0.28,0.31852296607625336,1.0
29,0.29,0.3299309516661663,1.0
30,0.3,0.34103872710897626,1.0
31,0.31,0.3512458721104773,1.0
32,0.32,0.36415490843590514,1.0
33,0.33,0.37556289402581805,1.0
34,0.34,0.3857700390273191,1.0
35,0.35000000000000003,0.39717802461723206,1.0
36,0.36,0.41008706094265984,1.0
37,0.37,0.42179525667967577,1.0
38,0.38,0.43080156109276496,1.0
39,0.39,0.4434103872710898,1.0
40,0.4,0.4539177424196938,1.0
41,0.41000000000000003,0.4644250975682978,1.0
42,0.42,0.47403182227559293,1.0
43,0.43,0.484238967277094,1.0
44,0.44,0.494746322425698,1.0
45,0.45,0.5034524166916842,1.0
46,0.46,0.5151606124287,1.0
47,0.47000000000000003,0.5247673371359952,1.0
48,0.48,0.5358751125788052,1.0
49,0.49,0.5454818372861002,1.0
50,0.5,0.5547883518462924,1.0
51,0.51,0.5655959171419994,1.0
52,0.52,0.5788051636145302,1.0
53,0.53,0.5866106274392074,1.0
54,0.54,0.5971179825878115,1.0
55,0.55,0.6058240768537977,1.0
56,0.56,0.6151305914139898,1.0
57,0.5700000000000001,0.62323626538577,1.0
58,0.58,0.6340438306814771,1.0
59,0.59,0.644851395977184,1.0
60,0.6,0.6529570699489643,1.0
61,0.61,0.6628640048033624,1.0
62,0.62,0.6703692584809366,1.0
63,0.63,0.6790753527469229,1.0
64,0.64,0.6913839687781447,1.0
65,0.65,0.7018913239267487,1.0
66,0.66,0.7117982587811468,1.0
67,0.67,0.7226058240768538,1.0
68,0.68,0.7334133893725608,1.0
69,0.6900000000000001,0.742119483638547,1.0
70,0.7000000000000001,0.7496247373161213,1.0
71,0.71,0.7619333533473431,1.0
72,0.72,0.7706394476133294,1.0
73,0.73,0.7790453317322126,1.0
74,0.74,0.7886520564395076,1.0
75,0.75,0.7964575202641849,1.0
76,0.76,0.806364455118583,1.0
77,0.77,0.8135694986490544,1.0
78,0.78,0.8219753827679376,1.0
79,0.79,0.8309816871810267,1.0
80,0.8,0.8408886220354248,1.0
81,0.81,0.849294506154308,1.0
82,0.8200000000000001,0.8570999699789853,1.0
83,0.8300000000000001,0.8670069048333834,1.0
84,0.84,0.8751125788051636,1.0
85,0.85,0.8844190933653557,1.0
86,0.86,0.89192434704293,1.0
87,0.87,0.9006304413089162,1.0
88,0.88,0.9105373761633143,1.0
89,0.89,0.9180426298408886,1.0
90,0.9,0.925547883518463,1.0
91,0.91,0.9327529270489342,1.0
92,0.92,0.9414590213149204,1.0
93,0.93,0.9480636445511859,1.0
94,0.9400000000000001,0.9564695286700691,1.0
95,0.9500000000000001,0.9621735214650255,1.0
96,0.96,0.9699789852897028,1.0
97,0.97,0.9777844491143801,1.0
98,0.98,0.9840888622035425,1.0
99,0.99,0.9930951666166317,1.0
100,1.0,1.0,1.0
