,fracs,gains,besty
0,0.0,0.0,0.0
1,0.01,0.008472012102874432,0.0453857791225416
2,0.02,0.015431164901664145,0.0907715582450832
3,0.03,0.02329803328290469,0.1361573373676248
4,0.04,0.03146747352496218,0.1815431164901664
5,0.05,0.03842662632375189,0.22692889561270804
6,0.06,0.04720121028744327,0.2723146747352496
7,0.07,0.057488653555219364,0.3177004538577913
8,0.08,0.06656580937972768,0.3630862329803328
9,0.09,0.07503782148260212,0.4084720121028744
10,0.1,0.08139183055975795,0.4538577912254161
11,0.11,0.09167927382753403,0.49924357034795763
12,0.12,0.1010590015128593,0.5446293494704992
13,0.13,0.10892586989409984,0.5900151285930408
14,0.14,0.11830559757942512,0.6354009077155826
15,0.15,0.12344931921331316,0.680786686838124
16,0.16,0.13010590015128592,0.7261724659606656
17,0.17,0.1400907715582451,0.7715582450832074
18,0.18,0.14977307110438728,0.8169440242057489
19,0.19,0.15703479576399396,0.8623298033282905
20,0.2,0.16580937972768534,0.9077155824508322
21,0.21,0.17609682299546142,0.9531013615733737
22,0.22,0.18668683812405445,0.9984871406959153
23,0.23,0.19697428139183057,1.0
24,0.24,0.205446293494705,1.0
25,0.25,0.2130105900151286,1.0
26,0.26,0.22360060514372163,1.0
27,0.27,0.232375189107413,1.0
28,0.28,0.24296520423600604,1.0
29,0.29,0.24901664145234492,1.0
30,0.3,0.25779122541603633,1.0
31,0.31,0.2680786686838124,1.0
32,0.32,0.2765506807866868,1.0
33,0.33,0.28683812405446296,1.0
34,0.34,0.297428139183056,1.0
35,0.35000000000000003,0.30620272314674735,1.0
36,0.36,0.31800302571860817,1.0
37,0.37,0.3285930408472012,1.0
38,0.38,0.34069591527987897,1.0
39,0.39,0.3494704992435703,1.0
40,0.4,0.35915279878971257,1.0
41,0.41000000000000003,0.3691376701966717,1.0
42,0.42,0.3763993948562784,1.0
43,0.43,0.3854765506807867,1.0
44,0.44,0.39636913767019666,1.0
45,0.45,0.405446293494705,1.0
46,0.46,0.4151285930408472,1.0
47,0.47000000000000003,0.4260211800302572,1.0
48,0.48,0.43388804841149775,1.0
49,0.49,0.44417549167927384,1.0
50,0.5,0.45325264750378214,1.0
51,0.51,0.464750378214826,1.0
52,0.52,0.47473524962178515,1.0
53,0.53,0.48653555219364597,1.0
54,0.54,0.4968229954614221,1.0
55,0.55,0.508018154311649,1.0
56,0.56,0.5167927382753404,1.0
57,0.5700000000000001,0.5264750378214826,1.0
58,0.58,0.5391830559757943,1.0
59,0.59,0.5497730711043873,1.0
60,0.6,0.5597579425113465,1.0
61,0.61,0.5709531013615734,1.0
62,0.62,0.5794251134644478,1.0
63,0.63,0.5872919818456883,1.0
64,0.64,0.5972768532526475,1.0
65,0.65,0.6066565809379728,1.0
66,0.66,0.6154311649016642,1.0
67,0.67,0.6242057488653555,1.0
68,0.68,0.6372163388804841,1.0
69,0.6900000000000001,0.648714069591528,1.0
70,0.7000000000000001,0.6629349470499244,1.0
71,0.71,0.6717095310136157,1.0
72,0.72,0.6850226928895613,1.0
73,0.73,0.6950075642965204,1.0
74,0.74,0.7055975794251135,1.0
75,0.75,0.7186081694402421,1.0
76,0.76,0.7282904689863843,1.0
77,0.77,0.7379727685325265,1.0
78,0.78,0.7479576399394856,1.0
79,0.79,0.7603630862329803,1.0
80,0.8,0.7754916792738276,1.0
81,0.81,0.7881996974281392,1.0
82,0.8200000000000001,0.8,1.0
83,0.8300000000000001,0.811195158850227,1.0
84,0.84,0.8226928895612708,1.0
85,0.85,0.8366111951588502,1.0
86,0.86,0.8496217851739788,1.0
87,0.87,0.859001512859304,1.0
88,0.88,0.8689863842662633,1.0
89,0.89,0.8826021180030257,1.0
90,0.9,0.8950075642965204,1.0
91,0.91,0.9074130105900151,1.0
92,0.92,0.918608169440242,1.0
93,0.93,0.9313161875945537,1.0
94,0.9400000000000001,0.9455370650529501,1.0
95,0.9500000000000001,0.9591527987897126,1.0
96,0.96,0.9700453857791226,1.0
97,0.97,0.9794251134644478,1.0
98,0.98,0.9857791225416036,1.0
99,0.99,0.9915279878971256,1.0
100,1.0,1.0,1.0
