,besty,fracs,gains
0,0.0,0.0,0.0
1,0.045358330813426065,0.01,0.03235560931357726
2,0.09071666162685213,0.02,0.06954944058058664
3,0.13607499244027818,0.03,0.1022074387662534
4,0.18143332325370426,0.04,0.13032960387057757
5,0.22679165406713034,0.05,0.1566374357423647
6,0.27214998488055636,0.06,0.1871787118234049
7,0.31750831569398247,0.07,0.2177199879044451
8,0.3628666465074085,0.08,0.24735409736921682
9,0.40822497732083457,0.09,0.2733595403689144
10,0.4535833081342607,0.1,0.2978530390081645
11,0.4989416389476867,0.11,0.32204414877532506
12,0.5442999697611127,0.12,0.3456304807983066
13,0.5896583005745388,0.13,0.36437859086785607
14,0.6350166313879649,0.14,0.3852434230420321
15,0.6803749622013909,0.15,0.41034169942546117
16,0.725733293014817,0.16,0.4345328091926217
17,0.7710916238282431,0.17,0.45449047475052917
18,0.8164499546416691,0.18,0.47354097369216813
19,0.8618082854550952,0.19,0.489567583912912
20,0.9071666162685214,0.2,0.5058965830057454
21,0.9525249470819473,0.21,0.5140610825521621
22,0.9978832778953735,0.22,0.5243423042032053
23,1.0,0.23,0.5334139703658906
24,1.0,0.24,0.5424856365285757
25,1.0,0.25,0.5494405805866344
26,1.0,0.26,0.5563955246446931
27,1.0,0.27,0.5627456909585727
28,1.0,0.28,0.5690958572724524
29,1.0,0.29,0.5739340792258845
30,1.0,0.3,0.5820985787723012
31,1.0,0.31,0.5893559117024494
32,1.0,0.32,0.5938917447837919
33,1.0,0.33,0.6011490777139401
34,1.0,0.34,0.6087087995161778
35,1.0,0.35000000000000003,0.6174780768067735
36,1.0,0.36,0.6247354097369217
37,1.0,0.37,0.6328999092833384
38,1.0,0.38,0.6407620199576656
39,1.0,0.39,0.6462050196552767
40,1.0,0.4,0.6522527970970668
41,1.0,0.41000000000000003,0.6592077411551255
42,1.0,0.42,0.6649531297248261
43,1.0,0.43,0.6713032960387058
44,1.0,0.44,0.6770486846084064
45,1.0,0.45,0.6846084064106441
46,1.0,0.46,0.6918657393407922
47,1.0,0.47000000000000003,0.69942546114303
48,1.0,0.48,0.704868460840641
49,1.0,0.49,0.7112186271545207
50,1.0,0.5,0.7166616268521319
51,1.0,0.51,0.7230117931660115
52,1.0,0.52,0.7290595706078017
53,1.0,0.53,0.7351073480495918
54,1.0,0.54,0.7399455700030239
55,1.0,0.55,0.7456909585727245
56,1.0,0.56,0.7517387360145147
57,1.0,0.5700000000000001,0.7565769579679468
58,1.0,0.58,0.7620199576655579
59,1.0,0.59,0.7665557907469005
60,1.0,0.6,0.7719987904445117
61,1.0,0.61,0.7747202902933172
62,1.0,0.62,0.7789537345025703
63,1.0,0.63,0.7828847898397339
64,1.0,0.64,0.7886301784094345
65,1.0,0.65,0.7925612337465981
66,1.0,0.66,0.7961899002116722
67,1.0,0.67,0.8025400665255519
68,1.0,0.68,0.806773510734805
69,1.0,0.6900000000000001,0.8125188993045056
70,1.0,0.7000000000000001,0.8173571212579377
71,1.0,0.71,0.8224977320834593
72,1.0,0.72,0.82824312065316
73,1.0,0.73,0.8324765648624131
74,1.0,0.74,0.8376171756879347
75,1.0,0.75,0.8433625642576353
76,1.0,0.76,0.8488055639552464
77,1.0,0.77,0.8542485636528576
78,1.0,0.78,0.8609011188388267
79,1.0,0.79,0.8684608406410644
80,1.0,0.8,0.8769277290595706
81,1.0,0.81,0.8832778953734503
82,1.0,0.8200000000000001,0.8893256728152404
83,1.0,0.8300000000000001,0.8968853946174781
84,1.0,0.84,0.9038403386755367
85,1.0,0.85,0.9110976716056849
86,1.0,0.86,0.9165406713032961
87,1.0,0.87,0.9253099485938917
88,1.0,0.88,0.936195947989114
89,1.0,0.89,0.9425461143029936
90,1.0,0.9,0.9491986694889628
91,1.0,0.91,0.9555488358028424
92,1.0,0.92,0.9618990021167221
93,1.0,0.93,0.9664348351980647
94,1.0,0.9400000000000001,0.9745993347444813
95,1.0,0.9500000000000001,0.978530390081645
96,1.0,0.96,0.9827638342908981
97,1.0,0.97,0.9894163894768673
98,1.0,0.98,0.9936498336861204
99,1.0,0.99,0.9966737224070155
100,1.0,1.0,1.0
