,besty,fracs,gains
0,0.0,0.0,0.0
1,0.045358330813426065,0.01,0.03296038705775627
2,0.09071666162685213,0.02,0.06773510734804959
3,0.13607499244027818,0.03,0.10009071666162685
4,0.18143332325370426,0.04,0.1315391593589356
5,0.22679165406713034,0.05,0.1581493801028122
6,0.27214998488055636,0.06,0.1868763229513154
7,0.31750831569398247,0.07,0.21953432113698215
8,0.3628666465074085,0.08,0.24795887511339582
9,0.40822497732083457,0.09,0.2733595403689144
10,0.4535833081342607,0.1,0.29936498336861206
11,0.4989416389476867,0.11,0.32204414877532506
12,0.5442999697611127,0.12,0.34714242515875415
13,0.5896583005745388,0.13,0.3634714242515875
14,0.6350166313879649,0.14,0.3837314786815845
15,0.6803749622013909,0.15,0.4097369216812821
16,0.725733293014817,0.16,0.43362564257635317
17,0.7710916238282431,0.17,0.4566071968551557
18,0.8164499546416691,0.18,0.4726338070758996
19,0.8618082854550952,0.19,0.48805563955246445
20,0.9071666162685214,0.2,0.5019655276685818
21,0.9525249470819473,0.21,0.5161778046567886
22,0.9978832778953735,0.22,0.5237375264590263
23,1.0,0.23,0.5315996371333535
24,1.0,0.24,0.5430904142727547
25,1.0,0.25,0.5536740247958876
26,1.0,0.26,0.5675839129120048
27,1.0,0.27,0.5805866344118537
28,1.0,0.28,0.5935893559117025
29,1.0,0.29,0.6050801330511038
30,1.0,0.3,0.6153613547021469
31,1.0,0.31,0.6229210765043847
32,1.0,0.32,0.6286664650740853
33,1.0,0.33,0.6328999092833384
34,1.0,0.34,0.638645297853039
35,1.0,0.35000000000000003,0.6440882975506501
36,1.0,0.36,0.6492289083761718
37,1.0,0.37,0.6555790746900514
38,1.0,0.38,0.660719685515573
39,1.0,0.39,0.6670698518294527
40,1.0,0.4,0.6752343513758694
41,1.0,0.41000000000000003,0.682189295433928
42,1.0,0.42,0.6882370728757182
43,1.0,0.43,0.6927729059570608
44,1.0,0.44,0.6985182945267614
45,1.0,0.45,0.7057756274569096
46,1.0,0.46,0.7115210160266102
47,1.0,0.47000000000000003,0.7154520713637739
48,1.0,0.48,0.7205926821892954
49,1.0,0.49,0.7287571817357121
50,1.0,0.5,0.7335954036891442
51,1.0,0.51,0.7390384033867554
52,1.0,0.52,0.7444814030843665
53,1.0,0.53,0.7493196250377986
54,1.0,0.54,0.7544602358633202
55,1.0,0.55,0.7592984578167523
56,1.0,0.56,0.763229513153916
57,1.0,0.5700000000000001,0.7671605684910795
58,1.0,0.58,0.7689749017236166
59,1.0,0.59,0.7732083459328697
60,1.0,0.6,0.7756274569095857
61,1.0,0.61,0.7804656788630179
62,1.0,0.62,0.7837919564560024
63,1.0,0.63,0.787118234048987
64,1.0,0.64,0.7904445116419716
65,1.0,0.65,0.7958875113395827
66,1.0,0.66,0.8016328999092833
67,1.0,0.67,0.8049591775022679
68,1.0,0.68,0.8104021771998791
69,1.0,0.6900000000000001,0.8149380102812217
70,1.0,0.7000000000000001,0.8185666767462957
71,1.0,0.71,0.8218929543392803
72,1.0,0.72,0.827033565164802
73,1.0,0.73,0.8324765648624131
74,1.0,0.74,0.8388267311762927
75,1.0,0.75,0.8439673420018143
76,1.0,0.76,0.8488055639552464
77,1.0,0.77,0.8542485636528576
78,1.0,0.78,0.8581796189900212
79,1.0,0.79,0.8627154520713638
80,1.0,0.8,0.8687632295131539
81,1.0,0.81,0.8751133958270335
82,1.0,0.8200000000000001,0.8814635621409133
83,1.0,0.8300000000000001,0.8890232839431509
84,1.0,0.84,0.8968853946174781
85,1.0,0.85,0.9026307831871787
86,1.0,0.86,0.9095857272452373
87,1.0,0.87,0.9171454490474751
88,1.0,0.88,0.9262171152101603
89,1.0,0.89,0.9331720592682189
90,1.0,0.9,0.9428485031750832
91,1.0,0.91,0.9488962806168733
92,1.0,0.92,0.955246446930753
93,1.0,0.93,0.9628061687329906
94,1.0,0.9400000000000001,0.9694587239189598
95,1.0,0.9500000000000001,0.9761112791049289
96,1.0,0.96,0.9818566676746295
97,1.0,0.97,0.9869972785001512
98,1.0,0.98,0.9912307227094043
99,1.0,0.99,0.9957665557907469
100,1.0,1.0,1.0
