,besty,fracs,gains
0,0.0,0.0,0.0
1,0.04559270516717325,0.01,0.031914893617021274
2,0.0911854103343465,0.02,0.06595744680851064
3,0.13677811550151975,0.03,0.10091185410334347
4,0.182370820668693,0.04,0.13130699088145897
5,0.2279635258358663,0.05,0.16382978723404254
6,0.2735562310030395,0.06,0.19300911854103345
7,0.3191489361702128,0.07,0.2231003039513678
8,0.364741641337386,0.08,0.24984802431610942
9,0.41033434650455924,0.09,0.27598784194528875
10,0.4559270516717326,0.1,0.30303951367781157
11,0.5015197568389058,0.11,0.3243161094224924
12,0.547112462006079,0.12,0.3474164133738602
13,0.5927051671732523,0.13,0.3717325227963526
14,0.6382978723404256,0.14,0.3966565349544073
15,0.6838905775075987,0.15,0.4167173252279635
16,0.729483282674772,0.16,0.43647416413373863
17,0.7750759878419454,0.17,0.45501519756838904
18,0.8206686930091185,0.18,0.46656534954407297
19,0.8662613981762919,0.19,0.47993920972644377
20,0.9118541033434652,0.2,0.49544072948328266
21,0.9574468085106383,0.21,0.5069908814589665
22,1.0,0.22,0.5179331306990882
23,1.0,0.23,0.5310030395136778
24,1.0,0.24,0.5455927051671733
25,1.0,0.25,0.5574468085106383
26,1.0,0.26,0.5693009118541034
27,1.0,0.27,0.5799392097264437
28,1.0,0.28,0.5924012158054711
29,1.0,0.29,0.6009118541033435
30,1.0,0.3,0.6100303951367781
31,1.0,0.31,0.6173252279635258
32,1.0,0.32,0.6264437689969605
33,1.0,0.33,0.6334346504559271
34,1.0,0.34,0.6410334346504559
35,1.0,0.35000000000000003,0.6477203647416413
36,1.0,0.36,0.652887537993921
37,1.0,0.37,0.658662613981763
38,1.0,0.38,0.6644376899696048
39,1.0,0.39,0.6699088145896657
40,1.0,0.4,0.6747720364741642
41,1.0,0.41000000000000003,0.6799392097264437
42,1.0,0.42,0.6844984802431611
43,1.0,0.43,0.6917933130699088
44,1.0,0.44,0.6996960486322188
45,1.0,0.45,0.705775075987842
46,1.0,0.46,0.7106382978723405
47,1.0,0.47000000000000003,0.71580547112462
48,1.0,0.48,0.7191489361702128
49,1.0,0.49,0.7264437689969605
50,1.0,0.5,0.7310030395136778
51,1.0,0.51,0.7367781155015197
52,1.0,0.52,0.7437689969604864
53,1.0,0.53,0.7480243161094224
54,1.0,0.54,0.7525835866261398
55,1.0,0.55,0.7586626139817629
56,1.0,0.56,0.7644376899696048
57,1.0,0.5700000000000001,0.7696048632218845
58,1.0,0.58,0.7729483282674772
59,1.0,0.59,0.7762917933130699
60,1.0,0.6,0.7814589665653495
61,1.0,0.61,0.7860182370820669
62,1.0,0.62,0.7927051671732522
63,1.0,0.63,0.7969604863221884
64,1.0,0.64,0.8036474164133739
65,1.0,0.65,0.8082066869300912
66,1.0,0.66,0.813677811550152
67,1.0,0.67,0.8179331306990881
68,1.0,0.68,0.821580547112462
69,1.0,0.6900000000000001,0.8243161094224924
70,1.0,0.7000000000000001,0.8285714285714286
71,1.0,0.71,0.8346504559270517
72,1.0,0.72,0.8404255319148937
73,1.0,0.73,0.8449848024316109
74,1.0,0.74,0.8474164133738602
75,1.0,0.75,0.8513677811550152
76,1.0,0.76,0.8541033434650456
77,1.0,0.77,0.8556231003039514
78,1.0,0.78,0.8601823708206687
79,1.0,0.79,0.8656534954407294
80,1.0,0.8,0.8702127659574468
81,1.0,0.81,0.8759878419452888
82,1.0,0.8200000000000001,0.8820668693009118
83,1.0,0.8300000000000001,0.890273556231003
84,1.0,0.84,0.8966565349544073
85,1.0,0.85,0.9015197568389057
86,1.0,0.86,0.9118541033434651
87,1.0,0.87,0.9206686930091186
88,1.0,0.88,0.927355623100304
89,1.0,0.89,0.9316109422492401
90,1.0,0.9,0.9379939209726443
91,1.0,0.91,0.943161094224924
92,1.0,0.92,0.951063829787234
93,1.0,0.93,0.9574468085106383
94,1.0,0.9400000000000001,0.9629179331306991
95,1.0,0.9500000000000001,0.9668693009118541
96,1.0,0.96,0.9726443768996961
97,1.0,0.97,0.9781155015197568
98,1.0,0.98,0.986322188449848
99,1.0,0.99,0.9945288753799392
100,1.0,1.0,1.0
