,Accuracy,Area_Test,Area_Train,R2_Test,R2_Train
G:0.01_C:0.001_K:rbf_D:3.0_M:1000000,81.38000000000001,0.4478753176192316,0.4489339244247413,0.8452727876675264,0.8156504018389954
